year,dfozone,month,chal_load_median,lep_mot_load_median,lep_af_load_median,cal_mot_load_median
2010,3_5,2,18281.917,1100043.325,609862.342,3254.767
2010,3_5,3,38997.500,718624.800,299427.000,5698.767
2010,3_5,4,40642.133,104897.867,30481.600,0.000
2010,3_5,5,276635.100,141190.233,9107.433,19759.650
2010,3_5,6,173461.017,267587.117,74272.400,39368.867
2010,3_5,7,283611.067,526706.267,364642.800,16061.067
2010,3_5,8,306687.708,508529.042,204091.125,82439.875
2010,3_5,9,603764.700,1677995.400,729222.300,94093.200
2010,3_5,10,642010.800,2090449.800,1158751.200,31317.600
2010,3_5,11,565277.463,2717313.862,1273980.775,32665.463
2010,3_5,12,7624.683,285645.550,77201.500,0.000
2011,2_3,1,23691.229,75698.742,38309.825,4119.467
2011,2_3,2,33094.575,105291.450,42896.517,8222.750
2011,2_3,3,32044.562,146654.700,48347.433,22327.682
2011,2_3,4,67713.375,63967.563,13707.335,12681.375
2011,2_3,5,118465.575,165217.197,19972.235,32797.281
2011,2_3,6,52610.133,247933.125,62609.375,12140.800
2011,2_3,7,51192.611,308659.904,125180.950,36753.600
2011,2_3,8,330362.658,691221.656,294497.357,12306.750
2011,2_3,9,18673.075,254620.467,71555.733,0.000
2011,2_3,10,24993.200,147017.763,90713.087,4124.708
2011,2_3,11,57486.100,161984.550,54037.200,20530.750
2011,2_3,12,17781.000,113516.392,65507.517,16380.733
2011,2_4,1,10042.308,113165.110,50695.234,0.000
2011,2_4,2,21389.183,126218.842,61508.300,0.000
2011,2_4,3,40678.773,232547.970,97267.023,3894.067
2011,2_4,4,0.000,232719.417,116359.708,1198.371
2011,2_4,5,7145.733,299754.619,53593.000,0.000
2011,2_4,6,3083.396,226124.054,87382.938,2900.051
2011,2_4,7,0.000,228677.672,67471.597,15445.200
2011,2_4,8,6721.984,196199.333,76565.683,0.000
2011,2_4,9,0.000,302277.117,121802.200,4809.426
2011,2_4,10,10791.396,373883.208,169961.754,0.000
2011,2_4,11,16024.533,275243.100,110514.275,8012.267
2011,2_4,12,36113.200,356818.250,135026.833,49582.714
2011,3_1,1,0.000,13617.750,0.000,0.000
2011,3_1,2,0.000,27088.600,0.000,0.000
2011,3_1,3,0.000,22667.675,3320.650,11442.025
2011,3_1,4,0.000,19915.852,0.000,4095.600
2011,3_1,5,0.000,15784.590,0.000,5368.675
2011,3_1,6,25466.533,6366.633,0.000,0.000
2011,3_1,7,0.000,4602.667,0.000,0.000
2011,3_1,8,0.000,6986.933,0.000,0.000
2011,3_1,9,0.000,6246.150,0.000,0.000
2011,3_1,10,0.000,8022.800,4225.579,0.000
2011,3_1,11,0.000,9532.933,1922.800,0.000
2011,3_1,12,0.000,6591.600,1464.800,0.000
2011,3_2,1,9492.842,93227.167,30007.145,0.000
2011,3_2,2,20202.900,129049.267,41657.250,5888.188
2011,3_2,3,97750.575,116905.960,59871.167,21131.000
2011,3_2,4,141684.779,100116.242,39157.921,23117.442
2011,3_2,5,479461.450,229564.175,72962.769,295748.542
2011,3_2,6,194003.558,359815.742,137351.658,240735.212
2011,3_2,7,91497.775,290585.200,148052.983,65485.312
2011,3_2,8,1836915.700,819007.000,186619.650,1428165.917
2011,3_2,9,1625296.961,551752.778,192653.854,656727.700
2011,3_2,10,320800.417,386067.171,140395.608,247929.175
2011,3_2,11,52653.205,101490.546,47837.483,87949.842
2011,3_2,12,139325.846,273721.540,44670.300,193448.139
2011,3_3,1,85400.071,189546.500,51493.383,7617.350
2011,3_3,2,8657.583,49514.925,14902.392,11004.533
2011,3_3,3,24819.892,45697.363,4531.913,5464.988
2011,3_3,4,124143.000,36168.590,10768.700,8090.755
2011,3_3,5,452914.275,106119.467,9149.783,78044.850
2011,3_3,6,230486.000,34586.100,8197.125,60637.467
2011,3_3,7,22589.958,45179.917,10906.700,22589.958
2011,3_3,8,21291.875,51057.767,21881.900,345.775
2011,3_3,9,9513.075,99994.142,35662.896,4433.250
2011,3_3,10,57652.175,150553.783,61737.667,6361.950
2011,3_3,11,164828.300,160980.900,76651.121,50751.339
2011,3_3,12,217145.092,563750.200,179520.000,36960.867
2011,3_4,1,13456.700,500140.683,164380.883,42612.883
2011,3_4,2,0.000,0.000,0.000,0.000
2011,3_4,3,17524.208,93280.900,7773.408,45562.942
2011,3_4,4,0.000,0.000,0.000,0.000
2011,3_4,5,196659.292,52313.100,0.000,36665.292
2011,3_4,6,293970.660,180508.300,36101.660,154116.443
2011,3_4,7,362975.340,221172.467,51039.800,405220.417
2011,3_4,8,2075997.000,836989.267,337328.250,197714.000
2011,3_4,9,750416.100,1325202.900,262388.555,789389.295
2011,3_4,10,384264.075,1822791.125,919606.333,220048.658
2011,3_4,11,459794.179,938474.792,382250.367,106995.637
2011,3_4,12,64115.183,171399.880,38807.520,69690.417
2011,3_5,1,17603.700,323772.200,78755.400,0.000
2011,3_5,2,22069.400,91337.400,68407.800,14712.933
2011,3_5,3,173993.800,64404.875,41202.025,3592.220
2011,3_5,4,309412.000,94643.504,38161.154,13449.621
2011,3_5,5,160143.708,176912.533,95220.583,50482.900
2011,3_5,6,34585.200,164279.700,112401.900,11625.650
2011,3_5,7,40364.133,363656.233,162484.700,76312.833
2011,3_5,8,339795.900,1240846.133,614695.133,258709.783
2011,3_5,9,83125.200,3570744.125,2143513.300,37383.225
2011,3_5,10,605538.833,3759173.933,2068592.133,48381.383
2011,3_5,11,37744.312,1756062.292,1038983.292,0.000
2011,3_5,12,0.000,1331805.250,771417.725,5256.275
2012,2_3,1,81560.167,85960.050,53871.067,52715.357
2012,2_3,2,79171.800,92056.917,32488.533,14726.730
2012,2_3,3,108945.887,223237.562,48796.092,9531.879
2012,2_3,4,64836.400,321066.783,63677.133,34176.225
2012,2_3,5,68874.667,210509.033,53518.867,9152.567
2012,2_3,6,24429.200,99776.600,0.000,25459.100
2012,2_3,7,61716.000,365203.667,91402.483,0.000
2012,2_3,8,23011.025,217461.387,132318.538,9780.200
2012,2_3,9,60973.617,95815.683,35905.217,31981.083
2012,2_3,10,13294.767,120967.733,45362.900,15120.967
2012,2_3,11,0.000,101588.167,39852.400,8726.483
2012,2_3,12,61397.933,80910.133,26544.133,45099.800
2012,2_4,1,0.000,344863.200,166568.000,0.000
2012,2_4,2,0.000,185299.400,71510.680,3763.720
2012,2_4,3,10784.575,437398.500,165683.133,4742.833
2012,2_4,4,29351.733,154859.200,109966.725,7337.933
2012,2_4,5,2002.283,112328.611,41967.600,0.000
2012,2_4,7,1878.000,80836.533,13676.217,0.000
2012,2_4,8,0.000,70688.250,32987.850,0.000
2012,2_4,9,139224.105,517884.160,286557.699,98729.340
